,0
0,0.4949494949494949
1,0.5383838383838384
2,0.6747474747474747
3,0.7121212121212122
4,0.7494949494949494
5,0.6823232323232323
6,0.6818181818181819
7,0.6818181818181819
8,0.7
9,0.7101010101010101
10,0.7202020202020203
11,0.7257575757575758
12,0.7333333333333334
13,0.740909090909091
14,0.742929292929293
15,0.7484848484848485
16,0.7540404040404041
17,0.757070707070707
18,0.7611111111111111
19,0.7651515151515151
20,0.7651515151515151
21,0.7676767676767677
22,0.7707070707070707
23,0.7727272727272727
24,0.7752525252525253
25,0.7782828282828282
26,0.7797979797979798
27,0.7818181818181817
28,0.7833333333333333
29,0.7833333333333333
30,0.7838383838383839
31,0.7848484848484849
32,0.7838383838383839
33,0.7848484848484849
34,0.7853535353535354
35,0.7858585858585858
36,0.7873737373737374
37,0.7888888888888889
38,0.7909090909090909
39,0.7924242424242425
40,0.793939393939394
41,0.793939393939394
42,0.794949494949495
43,0.7964646464646465
44,0.8
45,0.798989898989899
46,0.797979797979798
47,0.7914141414141415
48,0.7898989898989899
49,0.7888888888888889
50,0.7914141414141415
51,0.7929292929292929
52,0.7944444444444444
53,0.795959595959596
54,0.797979797979798
55,0.7994949494949495
56,0.8
57,0.8015151515151515
58,0.803030303030303
59,0.8045454545454546
60,0.8055555555555556
61,0.807070707070707
62,0.807070707070707
63,0.8080808080808081
64,0.8090909090909091
65,0.8095959595959596
66,0.8106060606060606
67,0.8116161616161617
68,0.8116161616161617
69,0.8131313131313131
70,0.8141414141414142
71,0.8156565656565656
72,0.8181818181818181
73,0.8202020202020202
74,0.8232323232323232
75,0.8252525252525252
76,0.8272727272727273
77,0.8267676767676768
78,0.8282828282828283
79,0.8292929292929293
80,0.8297979797979798
81,0.8308080808080808
82,0.8318181818181818
83,0.8323232323232324
84,0.8338383838383838
85,0.8353535353535353
86,0.8353535353535353
87,0.8373737373737373
88,0.8393939393939394
89,0.8409090909090909
90,0.8434343434343434
91,0.845959595959596
92,0.8474747474747475
93,0.8505050505050504
94,0.8535353535353536
95,0.8555555555555555
96,0.8585858585858586
97,0.8616161616161616
98,0.8616161616161616
99,0.8656565656565657
100,0.8696969696969696
101,0.8752525252525253
102,0.8787878787878788
103,0.8818181818181818
104,0.8813131313131313
105,0.8818181818181818
106,0.8828282828282829
107,0.8818181818181818
108,0.8833333333333333
109,0.8843434343434343
110,0.8828282828282829
111,0.8873737373737374
112,0.8914141414141414
113,0.9
114,0.9040404040404041
115,0.908080808080808
116,0.9065656565656566
117,0.9075757575757576
118,0.9085858585858586
119,0.9085858585858586
120,0.9090909090909091
121,0.9090909090909091
122,0.9085858585858586
123,0.9085858585858586
124,0.9090909090909091
125,0.9085858585858586
126,0.9095959595959596
127,0.9101010101010101
128,0.9111111111111111
129,0.9121212121212121
130,0.9131313131313131
131,0.9106060606060606
132,0.9151515151515152
133,0.9191919191919192
134,0.9297979797979798
135,0.9338383838383838
136,0.9383838383838384
137,0.9353535353535354
138,0.9363636363636364
139,0.9368686868686869
140,0.9368686868686869
141,0.9368686868686869
142,0.9373737373737374
143,0.9338383838383838
144,0.9373737373737374
145,0.9414141414141414
146,0.9505050505050505
147,0.9555555555555556
148,0.9606060606060606
149,0.9601010101010101
150,0.9631313131313132
151,0.9656565656565657
152,0.9661616161616161
153,0.9702020202020202
154,0.9737373737373738
155,0.9762626262626263
156,0.9818181818181818
157,0.9868686868686869
158,0.9929292929292929
159,0.996969696969697
160,1.0005050505050506
161,1.001010101010101
162,1.0
163,0.998989898989899
164,0.9959595959595959
165,0.9914141414141414
166,0.9873737373737373
167,0.9808080808080808
168,0.9782828282828283
169,0.9757575757575757
170,0.9797979797979798
171,0.9792929292929293
172,0.9787878787878788
173,0.9772727272727273
174,0.9757575757575757
175,0.9742424242424242
176,0.9717171717171718
177,0.9717171717171718
178,0.9717171717171718
179,0.9752525252525253
180,0.9757575757575757
181,0.9757575757575757
182,0.9742424242424242
183,0.9732323232323232
184,0.9722222222222222
185,0.9681818181818181
186,0.9702020202020202
187,0.9722222222222222
188,0.9797979797979798
189,0.9823232323232324
190,0.9853535353535353
191,0.9853535353535353
192,0.9843434343434343
193,0.9828282828282828
194,0.9782828282828283
195,0.9752525252525253
196,0.9717171717171718
197,0.9702020202020202
198,0.9676767676767677
199,0.9651515151515151
200,0.9631313131313132
201,0.9621212121212122
202,0.9611111111111111
203,0.9626262626262626
204,0.9631313131313132
205,0.9631313131313132
206,0.9626262626262626
207,0.9626262626262626
208,0.9626262626262626
209,0.9616161616161616
210,0.9626262626262626
211,0.9636363636363636
212,0.9676767676767677
213,0.9676767676767677
214,0.9681818181818181
215,0.9661616161616161
216,0.9646464646464646
217,0.9631313131313132
218,0.9631313131313132
219,0.9606060606060606
220,0.9580808080808081
221,0.956060606060606
222,0.953030303030303
223,0.9494949494949495
224,0.9454545454545454
225,0.9444444444444444
226,0.9434343434343434
227,0.9484848484848485
228,0.9479797979797979
229,0.9479797979797979
230,0.943939393939394
231,0.9419191919191919
232,0.9404040404040404
233,0.9393939393939394
234,0.9388888888888889
235,0.9378787878787879
236,0.9353535353535354
237,0.9373737373737374
238,0.9398989898989899
239,0.9474747474747475
240,0.95
241,0.9525252525252526
242,0.9505050505050505
243,0.95
244,0.9494949494949495
245,0.9484848484848485
246,0.9474747474747475
247,0.9464646464646465
248,0.9464646464646465
249,0.9454545454545454
250,0.9444444444444444
251,0.943939393939394
252,0.9434343434343434
253,0.942929292929293
254,0.9414141414141414
255,0.9434343434343434
256,0.944949494949495
257,0.95
258,0.9515151515151515
